CAMPUS,CAMPNAME,CDALLS,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_RATING,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,REGION,REGNNAME
'109912001,AQUILLA SCHOOL,89,241,72.2,43,14.3,300,334,0,0,181,54.2,19,5.7,11,3.3,56,16.8,0,0,B,AQUILLA ISD,'109912,12,EE,'EE - 12,B,'12,REGION 12: WACO
'109912010,HILL CO J J A E P,.,1,100,3,100,3,1,0,0,1,100,0,0,0,0,0,0,0,0,Not Rated,AQUILLA ISD,'109912,8,8,'08 - 08,M,'12,REGION 12: WACO
'109913001,BLUM ISD,87,248,72.1,56,16.1,348,344,0,0,208,60.5,6,1.7,0,0,50,14.5,0,0,B,BLUM ISD,'109913,12,PK,'PK - 12,B,'12,REGION 12: WACO
'109914001,PENELOPE SCHOOL,86,136,68.7,22,11.8,187,198,0,0,114,57.6,19,9.6,0,0,36,18.2,0,0,B,PENELOPE ISD,'109914,12,PK,'PK - 12,B,'12,REGION 12: WACO
'110901001,ANTON SCHOOL,85,141,77.5,37,20.6,180,182,0,0,146,80.2,13,7.1,0,0,24,13.2,0,0,B,ANTON ISD,'110901,12,PK,'PK - 12,B,'17,REGION 17: LUBBOCK
'110902001,LEVELLAND H S,92,721,100,116,14.8,783,721,.,0,427,59.2,38,5.3,0,0,119,16.5,.,0,A,LEVELLAND ISD,'110902,12,9,'09 - 12,S,'17,REGION 17: LUBBOCK
'110902041,LEVELLAND MIDDLE,83,651,100,78,11,708,651,.,0,490,75.3,86,13.2,.,0,129,19.8,.,0,B,LEVELLAND ISD,'110902,8,6,'06 - 08,M,'17,REGION 17: LUBBOCK
'110902042,LEVELLAND INT,66,401,100,49,10.9,449,401,.,0,319,79.6,47,11.7,.,0,95,23.7,.,0,Not Rated: SB 1365,LEVELLAND ISD,'110902,6,4,'04 - 06,E,'17,REGION 17: LUBBOCK
'110902104,CAPITOL EL,77,93,33.5,36,11.4,317,278,.,0,209,75.2,43,15.5,.,0,34,12.2,.,0,C,LEVELLAND ISD,'110902,3,1,'01 - 03,E,'17,REGION 17: LUBBOCK
'110902105,SOUTH EL,75,105,35.6,63,18.1,349,295,.,0,245,83.1,2,0.7,.,0,70,23.7,.,0,C,LEVELLAND ISD,'110902,4,1,'01 - 04,E,'17,REGION 17: LUBBOCK
'110902106,LEVELLAND ACADEMIC BEGINNINGS CENTER,75,0,0,.,.,.,400,.,0,323,80.8,39,9.8,.,0,63,15.8,.,0,C,LEVELLAND ISD,'110902,KG,EE,'EE - KG,E,'17,REGION 17: LUBBOCK
'110905001,ROPES SCHOOL,94,358,69.6,43,10,432,514,0,0,182,35.4,9,1.8,0,0,34,6.6,0,0,A,ROPES ISD,'110905,12,PK,'PK - 12,B,'17,REGION 17: LUBBOCK
'110906001,SMYER SCHOOLS,90,307,73.8,52,13.2,395,416,0,0,212,51,14,3.4,0,0,51,12.3,0,0,A,SMYER ISD,'110906,12,PK,'PK - 12,B,'17,REGION 17: LUBBOCK
'110907001,SUNDOWN H S,89,188,100,15,7.9,190,188,.,0,96,51.1,5,2.7,0,0,14,7.4,.,0,B,SUNDOWN ISD,'110907,12,9,'09 - 12,S,'17,REGION 17: LUBBOCK
'110907003,RACE (ROUGHNECK ALTERNATIVE CENTER FOR EDUCATION),52,7,100,.,.,.,7,.,0,5,71.4,1,14.3,0,0,1,14.3,.,0,Not Rated: SB 1365,SUNDOWN ISD,'110907,12,9,'09 - 12,S,'17,REGION 17: LUBBOCK
'110907041,SUNDOWN J H,89,136,100,9,6.2,146,136,.,0,67,49.3,4,2.9,.,0,10,7.4,.,0,B,SUNDOWN ISD,'110907,8,6,'06 - 08,M,'17,REGION 17: LUBBOCK
'110907101,SUNDOWN EL,95,119,48.6,19,9.6,198,245,.,0,120,49,13,5.3,.,0,26,10.6,.,0,A,SUNDOWN ISD,'110907,5,PK,'PK - 05,E,'17,REGION 17: LUBBOCK
'110908001,WHITHARRAL SCHOOL,94,166,70.3,22,13.1,168,236,0,0,129,54.7,2,0.8,0,0,25,10.6,0,0,A,WHITHARRAL ISD,'110908,12,PK,'PK - 12,B,'17,REGION 17: LUBBOCK
'111801001,LAKE GRANBURY ACADEMY,.,51,100,196,96.6,203,51,0,0,51,100,6,11.8,0,0,7,13.7,0,0,Not Rated,LAKE GRANBURY ACADEMY CHARTER SCHOOL,'111801,12,7,'07 - 12,S,'11,REGION 11: FORT WORTH
'111901001,GRANBURY H S,83,2087,100,405,18.2,2228,2087,.,0,885,42.4,143,6.9,0,0,246,11.8,.,0,B,GRANBURY ISD,'111901,12,9,'09 - 12,S,'11,REGION 11: FORT WORTH
'111901002,STARS ACCELERATED H S,94,42,100,82,94.3,87,42,.,0,25,59.5,6,14.3,0,0,7,16.7,.,0,A,GRANBURY ISD,'111901,12,9,'09 - 12,S,'11,REGION 11: FORT WORTH
'111901041,GRANBURY MIDDLE,78,834,100,168,19.2,873,834,.,0,532,63.8,114,13.7,.,0,153,18.3,.,0,C,GRANBURY ISD,'111901,8,6,'06 - 08,M,'11,REGION 11: FORT WORTH
'111901042,ACTON MIDDLE,85,1007,100,186,17,1093,1007,.,0,437,43.4,63,6.3,.,0,138,13.7,.,0,B,GRANBURY ISD,'111901,8,6,'06 - 08,M,'11,REGION 11: FORT WORTH
'111901102,ACTON EL,94,424,51.8,145,19.1,758,818,.,0,360,44,33,4,.,0,97,11.9,.,0,A,GRANBURY ISD,'111901,5,KG,'KG - 05,E,'11,REGION 11: FORT WORTH
'111901104,EMMA ROBERSON EL,82,0,0,35,21.5,163,310,.,0,277,89.4,72,23.2,.,0,47,15.2,.,0,B,GRANBURY ISD,'111901,PK,EE,'EE - PK,E,'11,REGION 11: FORT WORTH
'111901105,NETTIE BACCUS EL,88,217,47.2,102,22.7,449,460,.,0,359,78,77,16.7,.,0,82,17.8,.,0,B,GRANBURY ISD,'111901,5,KG,'KG - 05,E,'11,REGION 11: FORT WORTH
'111901106,OAK WOODS SCHOOL,95,301,48.9,97,18.7,519,616,.,0,266,43.2,20,3.2,.,0,73,11.9,.,0,A,GRANBURY ISD,'111901,5,KG,'KG - 05,E,'11,REGION 11: FORT WORTH
'111901107,MAMBRINO SCHOOL,91,402,50.5,141,20.5,688,796,.,0,383,48.1,22,2.8,.,0,181,22.7,.,0,A,GRANBURY ISD,'111901,5,KG,'KG - 05,E,'11,REGION 11: FORT WORTH
'111901108,JOHN AND LYNN BRAWNER EL,88,358,48.2,98,17.9,548,742,.,0,490,66,211,28.4,.,0,89,12,.,0,B,GRANBURY ISD,'111901,5,KG,'KG - 05,E,'11,REGION 11: FORT WORTH
'111902003,LIPAN H S,86,216,100,26,11.9,219,216,0,0,90,41.7,5,2.3,0,0,14,6.5,0,0,B,LIPAN ISD,'111902,12,7,'07 - 12,S,'11,REGION 11: FORT WORTH
'111902102,LIPAN EL,86,114,49.4,18,10.5,171,231,.,0,138,59.7,9,3.9,.,0,26,11.3,0,0,B,LIPAN ISD,'111902,6,EE,'EE - 06,E,'11,REGION 11: FORT WORTH
'111903001,TOLAR H S,90,252,100,31,11.7,264,252,0,0,104,41.3,1,0.4,0,0,22,8.7,0,0,A,TOLAR ISD,'111903,12,9,'09 - 12,S,'11,REGION 11: FORT WORTH
'111903041,TOLAR J H,94,199,100,28,14.2,197,199,0,0,92,46.2,0,0,0,0,19,9.5,0,0,A,TOLAR ISD,'111903,8,6,'06 - 08,M,'11,REGION 11: FORT WORTH
'111903101,TOLAR EL,80,171,43.2,24,8.1,298,396,.,0,188,47.5,0,0,.,0,36,9.1,.,0,B,TOLAR ISD,'111903,5,PK,'PK - 05,E,'11,REGION 11: FORT WORTH
'112901002,SULPHUR SPRINGS H S,80,1218,100,160,12,1328,1218,.,0,579,47.5,117,9.6,0,0,175,14.4,.,0,B,SULPHUR SPRINGS ISD,'112901,12,9,'09 - 12,S,'08,REGION 08: MT PLEASANT
'112901003,AUSTIN ACADEMIC CENTER,65,24,100,.,.,.,24,.,0,12,50,2,8.3,0,0,6,25,.,0,Not Rated: SB 1365,SULPHUR SPRINGS ISD,'112901,12,9,'09 - 12,S,'08,REGION 08: MT PLEASANT
'112901041,SULPHUR SPRINGS MIDDLE,86,1017,100,121,11.2,1080,1017,.,0,531,52.2,160,15.7,.,0,150,14.7,.,0,B,SULPHUR SPRINGS ISD,'112901,8,6,'06 - 08,M,'08,REGION 08: MT PLEASANT
'112901102,BARBARA BUSH PRI,69,95,28.3,49,17.4,281,336,.,0,247,73.5,17,5.1,.,0,77,22.9,.,0,Not Rated: SB 1365,SULPHUR SPRINGS ISD,'112901,3,KG,'KG - 03,E,'08,REGION 08: MT PLEASANT
'112901104,LAMAR PRI,63,85,28.2,39,14.8,264,301,.,0,218,72.4,14,4.7,.,0,36,12,.,0,Not Rated: SB 1365,SULPHUR SPRINGS ISD,'112901,3,KG,'KG - 03,E,'08,REGION 08: MT PLEASANT
'112901105,TRAVIS PRI,71,59,21.7,11,5.1,217,272,.,0,206,75.7,167,61.4,.,0,16,5.9,.,0,C,SULPHUR SPRINGS ISD,'112901,3,KG,'KG - 03,E,'08,REGION 08: MT PLEASANT
'112901106,BOWIE PRI,66,81,25.6,37,13.9,266,317,.,0,173,54.6,12,3.8,.,0,44,13.9,.,0,Not Rated: SB 1365,SULPHUR SPRINGS ISD,'112901,3,KG,'KG - 03,E,'08,REGION 08: MT PLEASANT
'112901107,DOUGLASS ECLC,88,0,0,.,.,.,224,.,0,215,96,39,17.4,.,0,23,10.3,.,0,B,SULPHUR SPRINGS ISD,'112901,PK,EE,'EE - PK,E,'08,REGION 08: MT PLEASANT
'112901108,SULPHUR SPRINGS EL,89,620,100,76,11.5,663,620,.,0,402,64.8,115,18.5,.,0,110,17.7,.,0,B,SULPHUR SPRINGS ISD,'112901,5,4,'04 - 05,E,'08,REGION 08: MT PLEASANT
'112905001,CUMBY H S,86,223,100,29,12.3,236,223,0,0,121,54.3,9,4,95,42.6,34,15.2,0,0,B,CUMBY ISD,'112905,12,6,'06 - 12,B,'08,REGION 08: MT PLEASANT
'112905101,CUMBY EL,64,86,40.6,20,14.1,142,212,0,0,139,65.6,14,6.6,0,0,32,15.1,0,0,Not Rated: SB 1365,CUMBY ISD,'112905,5,PK,'PK - 05,E,'08,REGION 08: MT PLEASANT
'112906001,NORTH HOPKINS H S,87,229,100,34,12.9,263,229,0,0,144,62.9,32,14,0,0,36,15.7,0,0,B,NORTH HOPKINS ISD,'112906,12,7,'07 - 12,S,'08,REGION 08: MT PLEASANT
'112906101,NORTH HOPKINS EL,82,160,52.3,25,9.5,262,306,0,0,189,61.8,43,14.1,0,0,28,9.2,0,0,B,NORTH HOPKINS ISD,'112906,6,PK,'PK - 06,E,'08,REGION 08: MT PLEASANT
'112907001,MILLER GROVE SCHOOL,91,206,68.9,41,14.7,278,299,0,0,160,53.5,16,5.4,0,0,34,11.4,0,0,A,MILLER GROVE ISD,'112907,12,PK,'PK - 12,B,'08,REGION 08: MT PLEASANT
'112908001,COMO-PICKTON SCHOOL,84,562,77.6,108,15.2,709,724,0,0,473,65.3,171,23.6,0,0,121,16.7,0,0,B,COMO-PICKTON CISD,'112908,12,EE,'EE - 12,B,'08,REGION 08: MT PLEASANT
'112909001,SALTILLO SCHOOL,90,179,73.4,47,18.4,255,244,0,0,145,59.4,35,14.3,0,0,32,13.1,0,0,A,SALTILLO ISD,'112909,12,PK,'PK - 12,B,'08,REGION 08: MT PLEASANT
'112910001,SULPHUR BLUFF ISD,83,152,75.2,23,10.8,213,202,0,0,91,45,10,5,0,0,28,13.9,0,0,B,SULPHUR BLUFF ISD,'112910,12,EE,'EE - 12,B,'08,REGION 08: MT PLEASANT
'113901002,CROCKETT H S,80,370,100,74,18.7,396,370,0,0,339,91.6,52,14.1,0,0,61,16.5,0,0,B,CROCKETT ISD,'113901,12,9,'09 - 12,S,'06,REGION 06: HUNTSVILLE
'113901041,CROCKETT J H,77,279,100,31,9.6,322,279,0,0,252,90.3,67,24,0,0,35,12.5,0,0,C,CROCKETT ISD,'113901,8,6,'06 - 08,M,'06,REGION 06: HUNTSVILLE
'113901102,CROCKETT EL,71,240,61.5,78,16.1,483,390,0,0,360,92.3,80,20.5,0,0,33,8.5,0,0,C,CROCKETT ISD,'113901,5,1,'01 - 05,E,'06,REGION 06: HUNTSVILLE
'113901105,EARLY CHILDHOOD CTR,71,0,0,.,.,.,151,.,0,150,99.3,30,19.9,.,0,14,9.3,.,0,C,CROCKETT ISD,'113901,KG,EE,'EE - KG,E,'06,REGION 06: HUNTSVILLE
'113902002,GRAPELAND H S,85,170,100,29,15.5,187,170,0,0,106,62.4,1,0.6,0,0,26,15.3,0,0,B,GRAPELAND ISD,'113902,12,9,'09 - 12,S,'06,REGION 06: HUNTSVILLE
'113902041,GRAPELAND J H,78,141,100,20,13.3,150,141,0,0,93,66,3,2.1,0,0,31,22,0,0,C,GRAPELAND ISD,'113902,8,6,'06 - 08,M,'06,REGION 06: HUNTSVILLE
'113902102,GRAPELAND EL,85,121,37.8,37,16.4,226,320,0,0,204,63.8,1,0.3,0,0,37,11.6,0,0,B,GRAPELAND ISD,'113902,5,PK,'PK - 05,E,'06,REGION 06: HUNTSVILLE
'113903002,LOVELADY J H H S,88,233,100,20,8.4,239,233,0,0,105,45.1,1,0.4,0,0,31,13.3,0,0,B,LOVELADY ISD,'113903,12,7,'07 - 12,S,'06,REGION 06: HUNTSVILLE
'113903102,LOVELADY EL,82,156,57.6,31,12.6,246,271,.,0,162,59.8,3,1.1,.,0,43,15.9,0,0,B,LOVELADY ISD,'113903,6,PK,'PK - 06,E,'06,REGION 06: HUNTSVILLE
'113905001,LATEXO H S,90,211,100,37,15.4,241,211,0,0,85,40.3,5,2.4,0,0,30,14.2,0,0,A,LATEXO ISD,'113905,12,7,'07 - 12,S,'06,REGION 06: HUNTSVILLE
'113905101,LATEXO EL,78,139,50.2,34,16.2,210,277,0,0,151,54.5,20,7.2,0,0,33,11.9,0,0,C,LATEXO ISD,'113905,6,PK,'PK - 06,E,'06,REGION 06: HUNTSVILLE
'113906101,KENNARD ISD,95,166,67.5,28,12.8,218,246,0,0,152,61.8,1,0.4,0,0,39,15.9,0,0,A,KENNARD ISD,'113906,12,PK,'PK - 12,B,'06,REGION 06: HUNTSVILLE
'114901001,BIG SPRING H S,71,1100,100,231,18.6,1244,1100,0,0,783,71.2,50,4.5,0,0,134,12.2,0,0,C,BIG SPRING ISD,'114901,12,9,'09 - 12,S,'18,REGION 18: MIDLAND
'114901043,BIG SPRING J H,71,575,100,98,15.3,642,575,.,0,434,75.5,36,6.3,.,0,105,18.3,0,0,C,BIG SPRING ISD,'114901,8,7,'07 - 08,M,'18,REGION 18: MIDLAND
'114901044,BIG SPRING INT,82,534,100,97,16.1,601,534,.,0,398,74.5,41,7.7,.,0,96,18,0,0,B,BIG SPRING ISD,'114901,6,5,'05 - 06,M,'18,REGION 18: MIDLAND
'114901102,GOLIAD EL,86,243,100,37,12.9,286,243,.,0,176,72.4,13,5.3,.,0,55,22.6,.,0,B,BIG SPRING ISD,'114901,4,4,'04 - 04,E,'18,REGION 18: MIDLAND
'114901108,KENTWOOD EL,76,0,0,.,.,.,88,.,0,69,78.4,10,11.4,.,0,25,28.4,.,0,C,BIG SPRING ISD,'114901,PK,EE,'EE - PK,E,'18,REGION 18: MIDLAND
'114901110,MARCY EL,76,0,0,46,15.5,296,353,.,0,281,79.6,45,12.7,.,0,41,11.6,.,0,C,BIG SPRING ISD,'114901,2,KG,'KG - 02,E,'18,REGION 18: MIDLAND
'114901111,MOSS EL,76,0,0,51,15,341,472,.,0,355,75.2,13,2.8,.,0,86,18.2,.,0,C,BIG SPRING ISD,'114901,2,KG,'KG - 02,E,'18,REGION 18: MIDLAND
'114901113,WASHINGTON EL,75,264,100,45,15.8,284,264,.,0,188,71.2,19,7.2,.,0,46,17.4,.,0,C,BIG SPRING ISD,'114901,3,3,'03 - 03,E,'18,REGION 18: MIDLAND
'114902001,COAHOMA H S,77,260,100,31,11.3,274,260,0,0,77,29.6,7,2.7,0,0,31,11.9,0,0,C,COAHOMA ISD,'114902,12,9,'09 - 12,S,'18,REGION 18: MIDLAND
'114902041,COAHOMA J H,75,279,100,24,8.3,288,279,0,0,94,33.7,11,3.9,0,0,35,12.5,0,0,C,COAHOMA ISD,'114902,8,6,'06 - 08,M,'18,REGION 18: MIDLAND
'114902101,COAHOMA EL,79,240,44,50,11,454,545,0,0,239,43.9,13,2.4,0,0,49,9,0,0,C,COAHOMA ISD,'114902,5,EE,'EE - 05,E,'18,REGION 18: MIDLAND
'114904001,FORSAN H S,89,398,100,44,10.1,435,398,0,0,110,27.6,7,1.8,0,0,29,7.3,0,0,B,FORSAN ISD,'114904,12,6,'06 - 12,B,'18,REGION 18: MIDLAND
'114904101,FORSAN EL,87,167,45.6,37,11.7,316,366,0,0,148,40.4,11,3,0,0,30,8.2,0,0,B,FORSAN ISD,'114904,5,PK,'PK - 05,E,'18,REGION 18: MIDLAND
'115901004,FORT HANCOCK H S,85,127,100,15,11.6,129,127,0,0,109,85.8,56,44.1,0,0,13,10.2,0,0,B,FT HANCOCK ISD,'115901,12,9,'09 - 12,S,'19,REGION 19: EL PASO
'115901041,FORT HANCOCK MIDDLE,86,89,100,12,13.3,90,89,.,0,75,84.3,61,68.5,.,0,7,7.9,0,0,B,FT HANCOCK ISD,'115901,8,6,'06 - 08,M,'19,REGION 19: EL PASO
'115901101,BENITO MARTINEZ EL,89,89,48.4,15,8.9,168,184,.,0,169,91.8,122,66.3,.,0,18,9.8,.,0,B,FT HANCOCK ISD,'115901,5,PK,'PK - 05,E,'19,REGION 19: EL PASO
'115902001,SIERRA BLANCA SCHOOL,86,83,70.3,29,23,126,118,0,0,91,77.1,3,2.5,0,0,19,16.1,0,0,B,SIERRA BLANCA ISD,'115902,12,PK,'PK - 12,B,'19,REGION 19: EL PASO
'115903001,DELL CITY SCHOOL,90,41,62.1,16,24.2,66,66,0,0,51,77.3,16,24.2,0,0,10,15.2,0,0,A,DELL CITY ISD,'115903,12,PK,'PK - 12,B,'19,REGION 19: EL PASO
'116901001,CADDO MILLS H S,94,591,100,58,9.8,589,591,0,0,179,30.3,22,3.7,0,0,71,12,0,0,A,CADDO MILLS ISD,'116901,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'116901041,CADDO MILLS MIDDLE,82,542,100,66,13,507,542,0,0,212,39.1,19,3.5,0,0,68,12.5,0,0,B,CADDO MILLS ISD,'116901,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'116901101,FRANCES AND JEANNETTE LEE EL,94,239,46.9,49,12.6,389,510,0,0,193,37.8,26,5.1,0,0,87,17.1,0,0,A,CADDO MILLS ISD,'116901,5,EE,'EE - 05,E,'10,REGION 10: RICHARDSON
'116901102,KATHRYN GRIFFIS EL,90,267,45.7,65,14.4,452,584,0,0,195,33.4,41,7,0,0,86,14.7,0,0,A,CADDO MILLS ISD,'116901,5,PK,'PK - 05,E,'10,REGION 10: RICHARDSON
'116902001,CELESTE H S,91,148,100,20,11.6,172,148,0,0,72,48.6,1,0.7,0,0,17,11.5,0,0,A,CELESTE ISD,'116902,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'116902041,CELESTE J H,86,101,100,13,11.8,110,101,.,0,54,53.5,6,5.9,.,0,17,16.8,0,0,B,CELESTE ISD,'116902,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'116902101,CELESTE EL,64,100,42.7,20,11.2,179,234,0,0,140,59.8,20,8.5,0,0,41,17.5,0,0,Not Rated: SB 1365,CELESTE ISD,'116902,5,EE,'EE - 05,E,'10,REGION 10: RICHARDSON
'116903001,COMMERCE H S,84,447,100,90,18.3,492,447,.,0,269,60.2,27,6,0,0,65,14.5,.,0,B,COMMERCE ISD,'116903,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'116903043,COMMERCE MIDDLE,69,326,100,68,17.6,387,326,.,0,247,75.8,32,9.8,.,0,60,18.4,.,0,Not Rated: SB 1365,COMMERCE ISD,'116903,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'116903101,COMMERCE EL,74,0,0,49,21.6,227,372,.,0,283,76.1,56,15.1,.,0,53,14.2,.,0,C,COMMERCE ISD,'116903,2,EE,'EE - 02,E,'10,REGION 10: RICHARDSON
'116903104,ALBERT C WILLIAMS EL,74,295,100,77,21.9,351,295,.,0,225,76.3,40,13.6,.,0,50,16.9,.,0,C,COMMERCE ISD,'116903,5,3,'03 - 05,E,'10,REGION 10: RICHARDSON
'116905001,NEW HORIZONS LEARNING CENTER,73,80,100,88,66.7,132,80,.,0,70,87.5,31,38.8,0,0,10,12.5,.,0,C,GREENVILLE ISD,'116905,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'116905002,GREENVILLE H S,78,1425,100,145,9.7,1494,1425,.,0,904,63.4,324,22.7,95,6.7,154,10.8,.,0,C,GREENVILLE ISD,'116905,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'116905004,GREENVILLE ALTERNATIVE EDUCATIONAL PROGRAM,.,18,100,45,100,45,18,.,0,14,77.8,3,16.7,0,0,2,11.1,.,0,Not Rated,GREENVILLE ISD,'116905,11,6,'06 - 11,B,'10,REGION 10: RICHARDSON
'116905041,GREENVILLE MIDDLE,75,778,100,102,12.1,844,778,.,0,607,78,233,29.9,.,0,132,17,.,0,C,GREENVILLE ISD,'116905,8,7,'07 - 08,M,'10,REGION 10: RICHARDSON
'116905102,BOWIE EL,86,303,50.7,65,12.7,510,598,.,0,411,68.7,146,24.4,.,0,57,9.5,.,0,B,GREENVILLE ISD,'116905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'116905103,CROCKETT EL,59,71,44.7,32,21.8,147,159,.,0,142,89.3,21,13.2,.,0,14,8.8,.,0,Not Rated: SB 1365,GREENVILLE ISD,'116905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'116905104,CARVER EL,70,246,48.4,70,15.1,465,508,.,0,465,91.5,294,57.9,.,0,77,15.2,.,0,C,GREENVILLE ISD,'116905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'116905106,LAMAR EL,78,284,49,82,16,514,580,.,0,368,63.4,28,4.8,.,0,100,17.2,.,0,C,GREENVILLE ISD,'116905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'116905107,TRAVIS EL,59,491,78.6,108,16.3,663,625,.,0,542,86.7,91,14.6,.,0,110,17.6,.,0,Not Rated: SB 1365,GREENVILLE ISD,'116905,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'116905109,L P WATERS EARLY CHILDHOOD CENTER,78,0,0,.,.,.,378,.,0,330,87.3,109,28.8,.,0,58,15.3,.,0,C,GREENVILLE ISD,'116905,PK,EE,'EE - PK,E,'10,REGION 10: RICHARDSON
'116905114,KATHERINE G JOHNSON STEM ACADEMY,88,82,48,37,20,185,171,.,0,137,80.1,22,12.9,.,0,30,17.5,.,0,B,GREENVILLE ISD,'116905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'116906001,LONE OAK H S,91,323,100,68,18.6,365,323,0,0,130,40.2,5,1.5,0,0,64,19.8,0,0,A,LONE OAK ISD,'116906,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'116906041,LONE OAK MIDDLE,82,261,100,46,16.7,275,261,0,0,142,54.4,10,3.8,0,0,50,19.2,0,0,B,LONE OAK ISD,'116906,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'116906101,LONE OAK EL,89,186,42.2,56,16.3,344,441,.,0,222,50.3,20,4.5,.,0,55,12.5,.,0,B,LONE OAK ISD,'116906,5,EE,'EE - 05,E,'10,REGION 10: RICHARDSON
'116908001,WH FORD H S,78,739,100,166,20.8,797,739,0,0,476,64.4,85,11.5,0,0,120,16.2,0,0,C,QUINLAN ISD,'116908,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'116908041,C B THOMPSON MIDDLE,80,583,100,144,21.1,681,583,.,0,426,73.1,119,20.4,.,0,84,14.4,0,0,B,QUINLAN ISD,'116908,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'116908101,A E BUTLER INT,82,578,100,118,19.4,607,578,.,0,444,76.8,108,18.7,.,0,104,18,.,0,B,QUINLAN ISD,'116908,5,3,'03 - 05,E,'10,REGION 10: RICHARDSON
'116908102,D C CANNON EL,80,0,0,79,18.9,418,675,.,0,551,81.6,132,19.6,.,0,76,11.3,.,0,B,QUINLAN ISD,'116908,2,EE,'EE - 02,E,'10,REGION 10: RICHARDSON
'116909001,WOLFE CITY H S,88,219,100,25,12.1,207,219,0,0,96,43.8,9,4.1,0,0,30,13.7,0,0,B,WOLFE CITY ISD,'116909,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'116909041,WOLFE CITY MIDDLE,81,156,100,20,11.7,171,156,0,0,82,52.6,9,5.8,0,0,18,11.5,0,0,B,WOLFE CITY ISD,'116909,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'116909101,WOLFE CITY EL,74,138,42.3,38,15.1,252,326,0,0,193,59.2,40,12.3,0,0,35,10.7,0,0,C,WOLFE CITY ISD,'116909,5,PK,'PK - 05,E,'10,REGION 10: RICHARDSON
'116910001,CAMPBELL H S,76,156,100,28,16,175,156,0,0,93,59.6,17,10.9,0,0,43,27.6,0,0,C,CAMPBELL ISD,'116910,12,6,'06 - 12,B,'10,REGION 10: RICHARDSON
'116910101,CAMPBELL EL,57,65,44.2,31,25.4,122,147,.,0,98,66.7,24,16.3,.,0,26,17.7,.,0,Not Rated: SB 1365,CAMPBELL ISD,'116910,5,EE,'EE - 05,E,'10,REGION 10: RICHARDSON
'116915001,BLAND H S,87,223,100,26,11.6,224,223,0,0,101,45.3,34,15.2,0,0,21,9.4,0,0,B,BLAND ISD,'116915,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'116915041,BLAND MIDDLE,85,184,100,18,9,199,184,.,0,86,46.7,40,21.7,.,0,30,16.3,0,0,B,BLAND ISD,'116915,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'116915101,BLAND EL,94,157,44.4,37,14.1,263,354,.,0,201,56.8,78,22,.,0,63,17.8,.,0,A,BLAND ISD,'116915,5,PK,'PK - 05,E,'10,REGION 10: RICHARDSON
'116916001,BOLES H S,88,168,100,26,14.9,175,168,0,0,168,100,8,4.8,0,0,25,14.9,0,0,B,BOLES ISD,'116916,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'116916041,BOLES MIDDLE,78,171,100,35,19.3,181,171,0,0,171,100,13,7.6,0,0,36,21.1,0,0,C,BOLES ISD,'116916,8,5,'05 - 08,M,'10,REGION 10: RICHARDSON
'116916101,BOLES EL,79,65,34.2,13,9.6,135,190,0,0,188,98.9,9,4.7,0,0,16,8.4,0,0,C,BOLES ISD,'116916,4,PK,'PK - 04,E,'10,REGION 10: RICHARDSON
'117901001,BORGER H S,82,789,100,130,15.7,826,789,0,0,370,46.9,66,8.4,0,0,112,14.2,0,0,B,BORGER ISD,'117901,12,9,'09 - 12,S,'16,REGION 16: AMARILLO
'117901041,BORGER MIDDLE,93,341,100,56,13.4,417,341,.,0,165,48.4,35,10.3,.,0,54,15.8,0,0,A,BORGER ISD,'117901,8,7,'07 - 08,M,'16,REGION 16: AMARILLO
